# FocusGlobe native-language review coverage. Generated and updated by
# Tools/review_manifest.py -- run `sync` after changing any translation table.
#
# R = a native-speaker judgement was made on THIS key in THIS language and the
#     value was then deliberately kept or rewritten. - = not yet.
# Passing localization_audit.py is NOT review; see the script's docstring.
catalog	area	key	english	context	es	pt-BR	fr	it	de	nl	ru	ro	zh-Hans	hi
app	store-passport-friends-settings	Reports are anonymous and reviewed by our team. Only this pilot's anonymous ID and your chosen reason are sent — never any personal details.	Reports are anonymous and reviewed by our team. Only this pilot's anonymous ID and your chosen reason are sent — never any personal details.	PilotProfileSheet.swift:153	R	R	R	R	R	R	R	R	R	R
app	online	Request already sent.	Request already sent.	FocusOnlineModel.swift:1741	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Request sent	Request sent	FocusSessionView.swift:139	R	R	R	R	R	R	R	R	R	R
app	online	Request sent.	Request sent.	PilotProfileSheet.swift:89	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Reserved to keep your Sky visible	Reserved to keep your Sky visible	StoreView.swift:793	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Reset all data	Reset all data	SettingsView.swift:507	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Reset all data?	Reset all data?	SettingsView.swift:515	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Restore Purchases	Restore Purchases	PaywallView.swift:477	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Restore couldn't be completed. Please try again.	Restore couldn't be completed. Please try again.	SubscriptionManager.swift:480	-	-	-	-	-	-	-	-	-	-
app	store-passport-friends-settings	Restore your account, progress and PRO access.	Restore your account, progress and PRO access.	SettingsView.swift:392	R	R	R	R	R	R	R	R	R	R
app	extracted	Resume	Resume	FocusSessionView.swift:863	-	-	-	-	-	-	-	-	-	-
app	home-flight	Resume your flight	Resume your flight	HomeView.swift:669	R	R	R	R	R	R	R	R	R	R
app	home-flight	Resume your flight?	Resume your flight?	HomeView.swift:1021	R	R	R	R	R	R	R	R	R	R
app	home-flight	Resume your unfinished flight	Resume your unfinished flight	HomeView.swift:689	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Review or delete your FocusGlobe Online data	Review or delete your FocusGlobe Online data	SettingsView.swift:451	R	R	R	R	R	R	R	R	R	R
app	onboarding	Rhythm	Rhythm	OnboardingPlanScreens.swift:1097	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Rooms you own or have joined	Rooms you own or have joined	SettingsView.swift:567	-	-	-	-	-	-	-	-	-	-
app	content	Rule the skies	Rule the skies	BalloonSkin.swift:136	R	R	R	R	R	R	R	R	R	R
app	extracted	SOUNDSCAPE	SOUNDSCAPE	FlightSetup.swift:1278	-	-	-	-	-	-	-	-	-	-
app	content	Say hello	Say hello	BalloonSkin.swift:114	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Screen Time access is off	Screen Time access is off	FocusShieldPickerView.swift:185	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Screen Time access needed	Screen Time access needed	FocusShieldSettingsSection.swift:54	-	-	-	-	-	-	-	-	-	-
app	app-chrome	Search city, country, or code	Search city, country, or code	LocationPickerView.swift:56	-	-	-	-	-	-	-	-	-	-
app	passport	Search for “FocusGlobe”.	Search for “FocusGlobe”.	WidgetGallery.swift:422	R	R	R	R	R	R	R	R	R	R
app	paywall	See PRO Plans	See PRO Plans	PaywallView.swift:102	R	R	R	R	R	R	R	R	R	R
app	home-flight	See who's flying with you	See who's flying with you	FocusSessionView.swift:1252	R	R	R	R	R	R	R	R	R	R
app	onboarding	Selected, playing	Selected, playing	OnboardingView.swift:542	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Send a friend FocusGlobe — then tap Invite Friends mid-flight to fly together.	Send a friend FocusGlobe — then tap Invite Friends mid-flight to fly together.	FriendsView.swift:450	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Send a private flight link to a friend.	Send a private flight link to a friend.	FriendsView.swift:470	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Send an App Store link with a preview	Send an App Store link with a preview	InvitePeopleView.swift:275	R	R	R	R	R	R	R	R	R	R
app	onboarding	Sessions blur together	Sessions blur together	OnboardingPlanScreens.swift:1121	R	R	R	R	R	R	R	R	R	R
app	home-flight	Set Off	Set Off	BoardingView.swift:93	R	R	R	R	R	R	R	R	R	R
app	notifications	Set off on one short session and keep your streak alive.	Set off on one short session and keep your streak alive.	NotificationService.swift:347	R	R	R	R	R	R	R	R	R	R
app	names	Settings	Settings	AppShell.swift:50	R	R	R	R	R	R	R	R	R	R
app	flight	Settle in and breathe	Settle in and breathe	JourneyPhase.swift:44	R	R	R	R	R	R	R	R	R	R
app	onboarding	Setup progress	Setup progress	OnboardingView.swift:169	R	R	R	R	R	R	R	R	R	R
app	extracted	Share	Share	Share a result or an invite link.	-	-	-	-	-	-	-	-	-	-
app	store-passport-friends-settings	Share FocusGlobe	Share FocusGlobe	InvitePeopleView.swift:274	R	R	R	R	R	R	R	R	R	R
app	online	Share FocusGlobe with someone who needs calmer focus.	Share FocusGlobe with someone who needs calmer focus.	InvitePeopleView.swift:134	R	R	R	R	R	R	R	R	R	R
app	paywall	Share a living Sky with pilots focusing alongside you.	Share a living Sky with pilots focusing alongside you.	AppRouter.swift:337	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Share a one-time link — one tap to join	Share a one-time link — one tap to join	InvitePeopleView.swift:236	R	R	R	R	R	R	R	R	R	R
app	home-flight	Share your focus grid	Share your focus grid	StreakDetailsView.swift:87	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Share your invite	Share your invite	FriendsView.swift:469	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Shared flights of 5+ minutes earn double Focus Coins.	Shared flights of 5+ minutes earn double Focus Coins.	FriendsView.swift:474	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Shield is active	Shield is active	FocusShieldPickerView.swift:141	-	-	-	-	-	-	-	-	-	-
app	app-chrome	Shield is off for this flight	Shield is off for this flight	FocusShieldPickerView.swift:141	-	-	-	-	-	-	-	-	-	-
app	content	Shimmering hull	Shimmering hull	Vehicle.swift:33	R	R	R	R	R	R	R	R	R	R
app	names	Shop	Shop	AppShell.swift:45	R	R	R	R	R	R	R	R	R	R
app	flight	Show flight controls	Show flight controls	FocusSessionView.swift:894	R	R	R	R	R	R	R	R	R	R
app	home-flight	Show pilot labels	Show pilot labels	FocusSessionView.swift:1234	R	R	R	R	R	R	R	R	R	R
app	paywall	Shows trial timing and subscription options. No purchase is made.	Shows trial timing and subscription options. No purchase is made.	PaywallView.swift:213	R	R	R	R	R	R	R	R	R	R
app	onboarding	Sign In	Sign In	OnboardingView.swift:227	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Sign Out	Sign Out	SettingsView.swift:379	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Sign in	Sign in	OnlineUnavailableView.swift:57	R	R	R	R	R	R	R	R	R	R
app	online	Sign in didn't complete. Please try again.	Sign in didn't complete. Please try again.	FocusOnlineModel.swift:401	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Sign in to FocusGlobe	Sign in to FocusGlobe	SettingsView.swift:391	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Sign in to FocusGlobe Online	Sign in to FocusGlobe Online	OnlineFriendsSettingsSection.swift:48	R	R	R	R	R	R	R	R	R	R
app	online	Sign in to fly Online	Sign in to fly Online	OnlineUnavailableView.swift:21	R	R	R	R	R	R	R	R	R	R
app	online	Sign in to fly with other pilots.	Sign in to fly with other pilots.	OnlineState.swift:24	R	R	R	R	R	R	R	R	R	R
app	online	Sign in to invite friends.	Sign in to invite friends.	FocusOnlineModel.swift:1170	R	R	R	R	R	R	R	R	R	R
app	online	Sign in to join this private flight.	Sign in to join this private flight.	FocusOnlineModel.swift:1557	R	R	R	R	R	R	R	R	R	R
app	online	Sign in to use Online Flights.	Sign in to use Online Flights.	OnlineError.swift:25	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Sign in with Apple	Sign in with Apple	FlightModeSelectorView.swift:291	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Sign out	Sign out	OnlineFriendsSettingsSection.swift:32	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Sign out of FocusGlobe Online?	Sign out of FocusGlobe Online?	OnlineFriendsSettingsSection.swift:30	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Sign out of FocusGlobe?	Sign out of FocusGlobe?	SettingsView.swift:376	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Signed in with Apple	Signed in with Apple	SettingsView.swift:415	R	R	R	R	R	R	R	R	R	R
app	online	Signing in…	Signing in…	OnlineState.swift:25	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Silent Dawn	Silent Dawn	SkyScene.swift:43	-	-	-	-	-	-	-	-	-	-
app	store-items	Sink into deep focus	Sink into deep focus	StoreItem.swift:432	R	R	R	R	R	R	R	R	R	R
app	passport	Skin Collector	Skin Collector	PassportView.swift:515	R	R	R	R	R	R	R	R	R	R
app	content	Sky Balloon	Sky Balloon	Vehicle.swift:17	R	R	R	R	R	R	R	R	R	R
app	content	Sky Pilot	Sky Pilot	OnlineFriendsSettingsSection.swift:60	R	R	R	R	R	R	R	R	R	R
app	online	Sky invitation	Sky invitation	OnlineDTOs.swift:231	R	R	R	R	R	R	R	R	R	R
app	store-items	Sleeping Cat	Sleeping Cat	StoreItem.swift:454	R	R	R	R	R	R	R	R	R	R
app	store-items	Sleepy Capybara Plush	Sleepy Capybara Plush	StoreItem.swift:517	R	R	R	R	R	R	R	R	R	R
app	store-items	Slow grooves for deep focus	Slow grooves for deep focus	StoreItem.swift:512	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Slow waves rolling far below.	Slow waves rolling far below.	OnboardingView.swift:918	-	-	-	-	-	-	-	-	-	-
app	onboarding	So FocusGlobe can meet you where you are.	So FocusGlobe can meet you where you are.	OnboardingView.swift:373	R	R	R	R	R	R	R	R	R	R
app	content	Soft and sweet	Soft and sweet	BalloonSkin.swift:111	R	R	R	R	R	R	R	R	R	R
app	content	Soft cream • the calm default	Soft cream • the calm default	Vehicle.swift:18	R	R	R	R	R	R	R	R	R	R
app	content	Soft rain over a muted neon skyline — cozy, blue, and quiet.	Soft rain over a muted neon skyline — cozy, blue, and quiet.	FocusSky.swift:279	R	R	R	R	R	R	R	R	R	R
app	names	Solo	Solo	FlightSetup.swift:1484	R	R	R	R	R	R	R	R	R	R
app	online	Something didn't reach the sky. Please try again.	Something didn't reach the sky. Please try again.	OnlineError.swift:35	R	R	R	R	R	R	R	R	R	R
app	online	Something else	Something else	PilotProfileSheet.swift:18	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Soon… keep social, video and games out of your focus flights	Soon… keep social, video and games out of your focus flights	FocusShieldSettingsSection.swift:118	-	-	-	-	-	-	-	-	-	-
app	names	Sound	Sound	SettingsView.swift:288	R	R	R	R	R	R	R	R	R	R
app	flight	Sound on	Sound on	FocusSessionView.swift:1224	R	R	R	R	R	R	R	R	R	R
app	flight	Spin the Free Coin Spin	Spin the Free Coin Spin	AppModel.swift:1689	R	R	R	R	R	R	R	R	R	R
app	home-flight	Spinning…	Spinning…	CoinRewardsView.swift:178	R	R	R	R	R	R	R	R	R	R
app	content	Starfall Nebula	Starfall Nebula	FocusSky.swift:292	R	R	R	R	R	R	R	R	R	R
app	names	Starfield	Starfield	SkyScene.swift:73	R	R	R	R	R	R	R	R	R	R
app	home-flight	Start Focus	Start Focus	FocusSessionViewModel.swift:227	R	R	R	R	R	R	R	R	R	R
app	passport	Start a flight in a tap when idle, or watch the live time remaining on the flight you're on.	Start a flight in a tap when idle, or watch the live time remaining on the flight you're on.	WidgetGallery.swift:30	R	R	R	R	R	R	R	R	R	R
app	home-flight	Start a new Focus	Start a new Focus	HomeView.swift:1035	R	R	R	R	R	R	R	R	R	R
app	passport	Start a new streak after a longer one ended.	Start a new streak after a longer one ended.	PassportView.swift:524	R	R	R	R	R	R	R	R	R	R
app	onboarding	Start your first flight	Start your first flight	OnboardingPlanScreens.swift:1110	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Starting city	Starting city	LocationPickerView.swift:57	-	-	-	-	-	-	-	-	-	-
app	paywall	Stay in the Sky for as long as the work needs.	Stay in the Sky for as long as the work needs.	AppRouter.swift:339	R	R	R	R	R	R	R	R	R	R
app	flight	Stay with your focus	Stay with your focus	JourneyPhase.swift:46	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Steady rain against the cabin window.	Steady rain against the cabin window.	OnboardingView.swift:917	-	-	-	-	-	-	-	-	-	-
app	extracted	Store	Store	FocusGlobe's in-app shop for Cabin items and balloon skins.	-	-	-	-	-	-	-	-	-	-
app	store-items	Strawberry Matcha Latte	Strawberry Matcha Latte	StoreItem.swift:469	R	R	R	R	R	R	R	R	R	R
app	names	Streak Companion	Streak Companion	WidgetGallery.swift:25	R	R	R	R	R	R	R	R	R	R
app	flight	Streak progress	Streak progress	LeaveFlightConfirmation.swift:66	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Streak, focus & goal nudges	Streak, focus & goal nudges	SettingsView.swift:297	R	R	R	R	R	R	R	R	R	R
app	names	Study	Study	FocusConsistency.swift:228	R	R	R	R	R	R	R	R	R	R
app	misc	Study above the Alps	Study above the Alps	HomeView.swift:967	R	R	R	R	R	R	R	R	R	R
app	misc	Study among the lanterns	Study among the lanterns	HomeView.swift:964	R	R	R	R	R	R	R	R	R	R
app	misc	Study in deep space	Study in deep space	HomeView.swift:970	R	R	R	R	R	R	R	R	R	R
app	misc	Study over rainy Tokyo	Study over rainy Tokyo	HomeView.swift:966	R	R	R	R	R	R	R	R	R	R
app	paywall	Subscriptions renew automatically. Cancel anytime.	Subscriptions renew automatically. Cancel anytime.	PaywallView.swift:709	R	R	R	R	R	R	R	R	R	R
app	home-flight	Success!	Success!	LandingView.swift:5	R	R	R	R	R	R	R	R	R	R
app	store-items	Sweet focus energy	Sweet focus energy	StoreItem.swift:476	R	R	R	R	R	R	R	R	R	R
app	onboarding	Swipe up or down to hear another soundscape.	Swipe up or down to hear another soundscape.	OnboardingView.swift:543	R	R	R	R	R	R	R	R	R	R
app	content	Swiss Alps	Swiss Alps	PassportView.swift:507	R	R	R	R	R	R	R	R	R	R
app	online	Synchronizing with the crew…	Synchronizing with the crew…	OnlineJoiningView.swift:82	R	R	R	R	R	R	R	R	R	R
app	home-flight	THIS WEEK	THIS WEEK	StreakDetailsView.swift:212	R	R	R	R	R	R	R	R	R	R
app	home-flight	TODAY'S GOALS	TODAY'S GOALS	StreakDetailsView.swift:255	R	R	R	R	R	R	R	R	R	R
app	content	Table · Center	Table · Center	StoreItem.swift:46	R	R	R	R	R	R	R	R	R	R
app	content	Table · Left	Table · Left	StoreItem.swift:45	R	R	R	R	R	R	R	R	R	R
app	content	Table · Right	Table · Right	StoreItem.swift:47	R	R	R	R	R	R	R	R	R	R
app	flight	Taking off	Taking off	JourneyPhase.swift:34	R	R	R	R	R	R	R	R	R	R
app	passport	Tap Done — your widget is on the Home Screen.	Tap Done — your widget is on the Home Screen.	WidgetGallery.swift:424	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Tap an item to preview it	Tap an item to preview it	StoreView.swift:358	R	R	R	R	R	R	R	R	R	R
app	passport	Tap the + (Add Widget) button in the top corner.	Tap the + (Add Widget) button in the top corner.	WidgetGallery.swift:421	R	R	R	R	R	R	R	R	R	R
app	flight	Tap to choose apps	Tap to choose apps	FlightSetup.swift:1273	R	R	R	R	R	R	R	R	R	R
app	passport	Tap to select	Tap to select	PassportView.swift:907	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Tap to set up	Tap to set up	FocusShieldSettingsSection.swift:56	-	-	-	-	-	-	-	-	-	-
app	onboarding	Target	Target	OnboardingPlanScreens.swift:740	R	R	R	R	R	R	R	R	R	R
app	extracted	Target %@	Target %@		-	-	-	-	-	-	-	-	-	-
app	home-flight	Tear the barcode across to board	Tear the barcode across to board	FlightSetup.swift:1494	R	R	R	R	R	R	R	R	R	R
app	paywall	Terms	Terms	PaywallView.swift:481	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Terms of Use	Terms of Use	SettingsView.swift:465	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Thank you for your support	Thank you for your support	SettingsView.swift:309	R	R	R	R	R	R	R	R	R	R
app	online	Thanks — our team will review this pilot.	Thanks — our team will review this pilot.	PilotProfileSheet.swift:147	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	That's you	That's you	PilotProfileSheet.swift:68	R	R	R	R	R	R	R	R	R	R
app	passport	The FocusGlobe fire balloon carrying your live streak count.	The FocusGlobe fire balloon carrying your live streak count.	WidgetGallery.swift:26	R	R	R	R	R	R	R	R	R	R
app	app-chrome	The Skies, sounds and Passport make progress feel visible without turning productivity into pressure. It's calm, simple and genuinely motivating.	The Skies, sounds and Passport make progress feel visible without turning productivity into pressure. It's calm, simple and genuinely motivating.	OnboardingPlanScreens.swift:1156	-	-	-	-	-	-	-	-	-	-
app	content	The calm default	The calm default	BalloonSkin.swift:105	R	R	R	R	R	R	R	R	R	R
app	store-items	The calmest co-pilot	The calmest co-pilot	StoreItem.swift:518	R	R	R	R	R	R	R	R	R	R
app	app-chrome	The classic — a soft breeze at altitude.	The classic — a soft breeze at altitude.	OnboardingView.swift:914	-	-	-	-	-	-	-	-	-	-
app	paywall	The exclusive Skies, skins and features.	The exclusive Skies, skins and features.	AppRouter.swift:341	R	R	R	R	R	R	R	R	R	R
app	app-chrome	The flight idea completely changes how starting feels. I pick 45 minutes and I'm already in the right headspace before I can overthink it.	The flight idea completely changes how starting feels. I pick 45 minutes and I'm already in the right headspace before I can overthink it.	OnboardingPlanScreens.swift:1150	-	-	-	-	-	-	-	-	-	-
app	notifications	The globe is ready when you are.	The globe is ready when you are.	NotificationService.swift:361	R	R	R	R	R	R	R	R	R	R
app	onboarding	The phone wins by default	The phone wins by default	OnboardingPlanScreens.swift:1120	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	The sky is busy	The sky is busy	InvitePeopleView.swift:178	R	R	R	R	R	R	R	R	R	R
app	notifications	The sky is still here	The sky is still here	NotificationService.swift:261	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	They accept and appear in your lobby.	They accept and appear in your lobby.	FriendsView.swift:472	R	R	R	R	R	R	R	R	R	R
app	online	This Focus Room is full.	This Focus Room is full.	OnlineError.swift:29	R	R	R	R	R	R	R	R	R	R
app	online	This Focus Room is no longer available.	This Focus Room is no longer available.	OnlineError.swift:28	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	This can't be undone. Your local flights, coins and streak are kept.	This can't be undone. Your local flights, coins and streak are kept.	SettingsView.swift:641	R	R	R	R	R	R	R	R	R	R
app	online	This flight has already landed.	This flight has already landed.	FocusOnlineModel.swift:1617	R	R	R	R	R	R	R	R	R	R
app	online	This flight is already full.	This flight is already full.	FocusOnlineModel.swift:1614	R	R	R	R	R	R	R	R	R	R
app	flight	This flight’s progress and rewards will be lost, and you’ll leave the Sky you’re flying in.	This flight’s progress and rewards will be lost, and you’ll leave the Sky you’re flying in.	LeaveFlightConfirmation.swift:48	R	R	R	R	R	R	R	R	R	R
app	flight	This flight’s progress and rewards will be lost.	This flight’s progress and rewards will be lost.	LeaveFlightConfirmation.swift:53	R	R	R	R	R	R	R	R	R	R
app	online	This invitation has expired — ask for a new one.	This invitation has expired — ask for a new one.	OnlineError.swift:31	R	R	R	R	R	R	R	R	R	R
app	online	This invitation isn't available anymore.	This invitation isn't available anymore.	FocusOnlineModel.swift:1590	R	R	R	R	R	R	R	R	R	R
app	online	This invitation link isn't valid.	This invitation link isn't valid.	OnlineError.swift:30	R	R	R	R	R	R	R	R	R	R
app	online	This name is already taken. Choose another name.	This name is already taken. Choose another name.	FocusOnlineModel.swift:585	R	R	R	R	R	R	R	R	R	R
app	flight	This open-ended flight will end here. Its progress and rewards will be lost.	This open-ended flight will end here. Its progress and rewards will be lost.	LeaveFlightConfirmation.swift:51	R	R	R	R	R	R	R	R	R	R
app	online	This pilot isn't accepting requests.	This pilot isn't accepting requests.	FocusOnlineModel.swift:1729	R	R	R	R	R	R	R	R	R	R
app	names	Time	Time	LandingView.swift:85	R	R	R	R	R	R	R	R	R	R
app	flight	Time Focused	Time Focused	FocusSessionView.swift:929	R	R	R	R	R	R	R	R	R	R
app	flight	Time Remaining	Time Remaining	FocusSessionView.swift:929	R	R	R	R	R	R	R	R	R	R
app	store-items	Time, quietly kept	Time, quietly kept	StoreItem.swift:506	R	R	R	R	R	R	R	R	R	R
app	store-items	Tiny Fern	Tiny Fern	CabinView.swift:744	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	To block apps during flights, enable Screen Time access for FocusGlobe in Settings.	To block apps during flights, enable Screen Time access for FocusGlobe in Settings.	FocusShieldPickerView.swift:187	R	R	R	R	R	R	R	R	R	R
app	paywall	Today	Today	PaywallView.swift:1364	R	R	R	R	R	R	R	R	R	R
app	passport	Today's objectives	Today's objectives	PassportView.swift:310	R	R	R	R	R	R	R	R	R	R
app	flight	Today’s goals	Today’s goals	LeaveFlightConfirmation.swift:65	R	R	R	R	R	R	R	R	R	R
app	passport	Tokyo Pilot	Tokyo Pilot	PassportView.swift:494	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Total focus	Total focus	PassportView.swift:251	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Total focus in the air	Total focus in the air	PassportView.swift:187	R	R	R	R	R	R	R	R	R	R
app	passport	Touch and hold an empty area of your Home Screen until the apps jiggle.	Touch and hold an empty area of your Home Screen until the apps jiggle.	WidgetGallery.swift:420	R	R	R	R	R	R	R	R	R	R
app	paywall	Trial end date	Trial end date	PaywallView.swift:1372	R	R	R	R	R	R	R	R	R	R
app	paywall	Try PRO for FREE	Try PRO for FREE	PaywallView.swift:697	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Try again	Try again	InvitePeopleView.swift:158	R	R	R	R	R	R	R	R	R	R
app	extracted	Try again in %@	Try again in %@		-	-	-	-	-	-	-	-	-	-
app	online	Try again in a moment.	Try again in a moment.	PilotProfileSheet.swift:190	R	R	R	R	R	R	R	R	R	R
app	home-flight	Try another category — nearby places appear under Short.	Try another category — nearby places appear under Short.	RouteSelectionView.swift:226	R	R	R	R	R	R	R	R	R	R
app	paywall	Try for %@	Try for %@		R	R	R	R	R	R	R	R	R	R
app	paywall	Turn the cabin into a calm space built around you.	Turn the cabin into a calm space built around you.	AppRouter.swift:332	R	R	R	R	R	R	R	R	R	R
app	onboarding	Turn the dial. You can change it before every take-off.	Turn the dial. You can change it before every take-off.	OnboardingView.swift:401	R	R	R	R	R	R	R	R	R	R
app	notifications	Turn your next destination into a deep-work block.	Turn your next destination into a deep-work block.	NotificationService.swift:358	R	R	R	R	R	R	R	R	R	R
app	content	Turquoise air over a quiet lagoon, soft islands drifting far below.	Turquoise air over a quiet lagoon, soft islands drifting far below.	FocusSky.swift:258	R	R	R	R	R	R	R	R	R	R
app	misc	Turquoise calm for deep work	Turquoise calm for deep work	HomeView.swift:963	R	R	R	R	R	R	R	R	R	R
app	paywall	Unavailable	Unavailable	PaywallView.swift:498	R	R	R	R	R	R	R	R	R	R
app	extracted	Unequip	Unequip	Take an equipped balloon skin off.	-	-	-	-	-	-	-	-	-	-
app	paywall	Unlimited Time  ∞	Unlimited Time  ∞	AppRouter.swift:416	R	R	R	R	R	R	R	R	R	R
app	paywall	Unlock\nFocusGlobe PRO	Unlock\nFocusGlobe PRO		R	R	R	R	R	R	R	R	R	R
app	paywall	Unlock FocusGlobe	Unlock FocusGlobe	AppRouter.swift:311	R	R	R	R	R	R	R	R	R	R
app	home-flight	Unlock FocusGlobe PRO	Unlock FocusGlobe PRO	HomeView.swift:439	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Unlock Widgets with FocusGlobe PRO	Unlock Widgets with FocusGlobe PRO	WidgetGallery.swift:467	R	R	R	R	R	R	R	R	R	R
app	paywall	Unlock the complete sound collection for deeper sessions.	Unlock the complete sound collection for deeper sessions.	AppRouter.swift:333	R	R	R	R	R	R	R	R	R	R
app	flight	Unlock this Sky to fly here	Unlock this Sky to fly here	HomeView.swift:963	R	R	R	R	R	R	R	R	R	R
app	passport	Unlock three or more balloon skins.	Unlock three or more balloon skins.	PassportView.swift:516	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Unlock with FocusGlobe PRO	Unlock with FocusGlobe PRO	StoreView.swift:273	-	-	-	-	-	-	-	-	-	-
app	app-chrome	Unlock with Pro	Unlock with Pro	RouteSelectionView.swift:212	-	-	-	-	-	-	-	-	-	-
app	use-site-review	Unrestricted	Unrestricted	Boarding-pass field: apps are NOT blocked this flight.	R	R	R	R	R	R	R	R	R	R
app	names	Upgrade to FocusGlobe PRO to unlock %@.	Upgrade to FocusGlobe PRO to unlock %@.	HomeView.swift:987	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Use my current location	Use my current location	LocationPickerView.swift:3	-	-	-	-	-	-	-	-	-	-
app	extracted	Version %@	Version %@		-	-	-	-	-	-	-	-	-	-
app	extracted	View all %lld on the map	View all %lld on the map		-	-	-	-	-	-	-	-	-	-
app	extracted	View on the map	View on the map		-	-	-	-	-	-	-	-	-	-
app	home-flight	View profile	View profile	AmbientPilotsLayer.swift:50	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Visited places	Visited places	VisitedPlaces.swift:72	R	R	R	R	R	R	R	R	R	R
app	home-flight	WIN UP TO 25 COINS!	WIN UP TO 25 COINS!	CoinRewardsView.swift:151	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Waiting for the pilot to accept	Waiting for the pilot to accept	FriendsView.swift:279	R	R	R	R	R	R	R	R	R	R
app	content	Wall · Left	Wall · Left	StoreItem.swift:50	R	R	R	R	R	R	R	R	R	R
app	content	Wall · Right	Wall · Right	StoreItem.swift:51	R	R	R	R	R	R	R	R	R	R
app	store-items	Warm atmosphere on demand	Warm atmosphere on demand	StoreItem.swift:500	R	R	R	R	R	R	R	R	R	R
app	content	Warm stripes	Warm stripes	Vehicle.swift:27	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Warm, wordless music for deep work.	Warm, wordless music for deep work.	OnboardingView.swift:915	-	-	-	-	-	-	-	-	-	-
app	app-chrome	Watch & Spin	Watch & Spin	CoinRewardsView.swift:171	-	-	-	-	-	-	-	-	-	-
app	home-flight	Wax seal — set off	Wax seal — set off	BoardingView.swift:128	R	R	R	R	R	R	R	R	R	R
app	paywall	We notify you about your trial end	We notify you about your trial end	PaywallView.swift:1370	R	R	R	R	R	R	R	R	R	R
app	onboarding	We'll shape your first flight around it.	We'll shape your first flight around it.	OnboardingView.swift:351	R	R	R	R	R	R	R	R	R	R
app	onboarding	We're setting everything up for you	We're setting everything up for you	OnboardingPlanScreens.swift:123	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Welcome back — your focus coins are ready.	Welcome back — your focus coins are ready.	StoreView.swift:1041	R	R	R	R	R	R	R	R	R	R
app	onboarding	Welcome to FocusGlobe	Welcome to FocusGlobe	OnboardingView.swift:204	R	R	R	R	R	R	R	R	R	R
app	paywall	We’ll remind you 2 days\nbefore your trial ends	We’ll remind you 2 days\nbefore your trial ends		R	R	R	R	R	R	R	R	R	R
